"Story","Title","Result","Date","Stability","Duration (s)"
"This is feature contains all scenarios involves user","Verify that admin can create user","FAILURE","2022-03-15T17:14:59.122+07:00[Asia/Ho_Chi_Minh]","0.0","6.28"
